file_name,file_path,load_number,equipment,run_recipe,run_start,run_end,run_duration,file_length,operator_name,export_contro,IP1,IP2,IP3,IP4
AC2-07337.DAT,\\\\server1\\AC2-DATA,7337,Autoclave #2,XB-Falcon-Body,2022-10-06T01:27:46,2022-10-06T18:33:15,1025.48,192505,raymond,AU NSR,Boeing Proprietary,Copyright 2022 Boeing Aerostructures Australia,All Rights Reserved,Third Party Disclosure Requires Written Approval
